Car_Name,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,Selling_Price
Mahindra,2022,132781,Petrol,Dealer,Manual,First Owner,30.84,1500,76.03,5,277809.26
Maruti,2012,91491,Petrol,Dealer,Manual,Third Owner,28.15,800,38.96,5,50000
Mahindra,2019,49588,Diesel,Individual,Manual,First Owner,29.76,2500,182.37,5,447495.9
Tata,2017,104152,Petrol,Individual,Manual,Fourth & Above Owner,17.22,3000,189.82,5,239579.89
Maruti,2017,132872,Petrol,Dealer,Manual,Second Owner,19.69,1000,68.37,7,173722.39
BMW,2020,156583,Petrol,Dealer,Automatic,Second Owner,25.67,2500,186.01,6,1129396.32
Ford,2017,15119,Diesel,Dealer,Automatic,First Owner,23.84,1000,79.47,6,109545.28
BMW,2006,80893,Petrol,Dealer,Manual,First Owner,34.03,1500,74.97,4,50000
Kia,2007,21167,Diesel,Dealer,Manual,Second Owner,14.67,2500,118.09,6,50000
Ford,2019,192575,Electric,Trustmark Dealer,Manual,Third Owner,18.78,3000,175.44,7,348084.95
BMW,2023,115782,Petrol,Dealer,Automatic,Fourth & Above Owner,24.32,1500,62.1,4,590538.6
Ford,2017,135775,Petrol,Trustmark Dealer,Manual,First Owner,31.7,1200,86,5,66415.14
Ford,2009,39889,Petrol,Individual,Manual,First Owner,33.23,1500,113.03,7,50000
Toyota,2010,50678,CNG,Dealer,Manual,First Owner,18.4,2500,168.6,5,50000
Honda,2018,65262,Petrol,Individual,Manual,Third Owner,11.68,3000,152.16,5,360677.5
Honda,2008,140753,Petrol,Individual,Manual,First Owner,20.54,800,35.94,5,50000
Toyota,2023,85291,Petrol,Dealer,Automatic,First Owner,19.86,2000,110.57,5,679998.33
Mahindra,2011,71008,Diesel,Dealer,Manual,First Owner,34.66,1800,132,5,50000
Hyundai,2008,149762,Petrol,Dealer,Automatic,First Owner,20.78,3000,161.74,5,50000
Mahindra,2006,30912,Diesel,Dealer,Manual,Fourth & Above Owner,17.64,1500,62.06,5,50000
Maruti,2011,11473,Electric,Dealer,Automatic,Second Owner,19.13,1500,76.46,5,50000
Maruti,2007,177370,Petrol,Dealer,Automatic,First Owner,19.92,800,63.68,6,50000
Ford,2019,154741,CNG,Dealer,Manual,First Owner,30.54,3000,201.2,7,351410.47
BMW,2005,104500,Petrol,Dealer,Manual,First Owner,12.03,1200,91.24,5,50000
BMW,2006,157015,CNG,Dealer,Manual,First Owner,17.91,2000,141.99,5,50000
Honda,2014,43785,Diesel,Dealer,Automatic,First Owner,34.16,3000,184.76,5,267789.32
Audi,2020,105956,CNG,Dealer,Manual,Second Owner,13.83,1500,68.92,5,668410.28
Mahindra,2019,199499,Petrol,Trustmark Dealer,Automatic,First Owner,28.57,1000,53.95,7,106458.9
Kia,2019,198073,Petrol,Dealer,Manual,First Owner,18.91,1000,63.35,5,97344.76
Tata,2018,197796,Petrol,Individual,Automatic,First Owner,24.54,1000,74.83,5,59407.18
BMW,2018,124006,Petrol,Dealer,Automatic,Second Owner,12.49,1800,91.34,5,601603.08
Tata,2010,15832,Petrol,Trustmark Dealer,Automatic,Second Owner,17.66,1800,80.73,5,50000
Ford,2018,141457,Petrol,Dealer,Manual,Second Owner,22.52,3000,187.06,5,284805.31
Tata,2021,150780,Petrol,Trustmark Dealer,Manual,Second Owner,15.79,2000,94.12,5,174404.56
Kia,2022,194672,Petrol,Individual,Automatic,Second Owner,23.55,1500,96.62,7,259336.67
Toyota,2023,159510,CNG,Dealer,Manual,First Owner,15.49,1500,75.81,5,341847.43
Kia,2021,87747,Diesel,Trustmark Dealer,Manual,Third Owner,26.25,1500,73.86,5,211116.92
Tata,2020,85107,Petrol,Individual,Manual,First Owner,32.61,1800,100.74,5,271228.88
Kia,2012,196134,Petrol,Dealer,Manual,First Owner,12.14,2000,127.46,5,83431.26
Hyundai,2011,70428,Petrol,Individual,Manual,Second Owner,15.42,1500,92.72,5,50000
Ford,2016,91843,Electric,Trustmark Dealer,Manual,First Owner,31.11,800,39.83,5,79534.45
Mahindra,2013,16002,Petrol,Dealer,Manual,Third Owner,25.79,1200,90.77,6,50000
Toyota,2018,172225,Diesel,Dealer,Automatic,First Owner,11.97,2500,110.99,5,511604.32
BMW,2005,158512,Electric,Individual,Automatic,Third Owner,22.16,3000,124.74,5,50000
Maruti,2014,72501,CNG,Individual,Automatic,Third Owner,15.24,3000,192.32,4,101057.73
Mahindra,2021,37556,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,14.98,1000,44.94,5,117481.31
Maruti,2021,72963,CNG,Individual,Manual,Third Owner,33.52,1000,60.2,4,75515.93
Ford,2021,11563,Electric,Dealer,Manual,Third Owner,29.04,3000,234.21,5,655395.93
Toyota,2008,10840,Diesel,Trustmark Dealer,Manual,Second Owner,27.41,800,54.35,5,50000
Honda,2021,20154,Diesel,Dealer,Manual,First Owner,15.97,1500,97.05,5,380064.21
BMW,2022,29194,Diesel,Dealer,Automatic,First Owner,12.96,2000,125.98,5,2078013.67
Hyundai,2006,182933,Diesel,Individual,Manual,Second Owner,31.77,2000,94.36,4,50000
Honda,2012,158520,Diesel,Individual,Manual,Fourth & Above Owner,10.15,1800,103.15,5,90192.94
Ford,2017,28528,Petrol,Dealer,Manual,Second Owner,19.7,1500,80.55,5,191474.84
Mahindra,2019,165474,Petrol,Individual,Manual,Third Owner,16.94,2000,156.25,5,146930.61
Hyundai,2013,9352,Petrol,Dealer,Automatic,Third Owner,24.26,1500,74.54,5,50000
Kia,2007,5184,Petrol,Dealer,Manual,First Owner,16.26,1000,58.86,5,50000
Tata,2007,146456,Petrol,Individual,Automatic,First Owner,17.78,2500,193.81,5,50000
Hyundai,2006,19319,Petrol,Dealer,Manual,First Owner,31.25,2500,178.92,5,50000
Ford,2005,125497,Diesel,Dealer,Manual,First Owner,25.08,2500,196.45,6,50000
Audi,2018,156521,Petrol,Dealer,Automatic,Second Owner,13.64,1000,64.33,7,455314.5
Tata,2021,61333,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,28.16,1800,96.03,4,149549.16
Maruti,2017,46205,Petrol,Dealer,Automatic,Second Owner,15.19,2500,182.66,5,243988.61
BMW,2023,15426,Petrol,Dealer,Automatic,First Owner,20.83,1000,51.66,5,1106206.76
Maruti,2019,12504,Diesel,Individual,Automatic,First Owner,26.17,1500,69.89,4,284051.22
Hyundai,2018,192650,Diesel,Dealer,Automatic,First Owner,16.8,2500,170.63,4,340984.42
Maruti,2006,194281,Petrol,Dealer,Manual,Second Owner,19.6,800,52.45,7,50000
Ford,2011,121775,CNG,Individual,Automatic,First Owner,28.35,1800,135.28,5,50000
Kia,2021,38368,CNG,Dealer,Manual,First Owner,33.45,800,62.78,7,249022.73
Mahindra,2022,108841,Petrol,Trustmark Dealer,Automatic,First Owner,23.23,3000,222.86,5,717617.05
BMW,2010,188257,Petrol,Dealer,Automatic,First Owner,10.25,1500,63.6,5,50000
Maruti,2012,121744,Electric,Dealer,Automatic,Third Owner,18.46,1800,119.84,6,50000
Maruti,2006,13724,Diesel,Dealer,Automatic,First Owner,19.97,800,57.11,7,50000
Hyundai,2005,141156,Diesel,Dealer,Manual,First Owner,18.48,1800,142.7,7,50000
Mahindra,2020,170882,CNG,Individual,Automatic,First Owner,20.91,1500,82.48,6,221914.65
Honda,2011,87297,Petrol,Dealer,Automatic,First Owner,25.82,3000,140.39,5,50000
Maruti,2015,130099,Petrol,Dealer,Automatic,Second Owner,13.03,2000,148.23,4,50000
Ford,2019,83872,Petrol,Individual,Automatic,Second Owner,16.82,2500,131.75,5,321892.28
Audi,2017,156944,Diesel,Individual,Manual,First Owner,22.69,3000,191.78,5,1051480.25
BMW,2006,75333,Diesel,Dealer,Manual,Second Owner,17.89,1800,100.07,7,50000
Maruti,2018,7596,Diesel,Dealer,Manual,First Owner,34.78,2500,140.23,6,437179.62
Ford,2010,22167,Petrol,Dealer,Automatic,Second Owner,20.79,3000,207.9,7,50000
Ford,2013,92844,Petrol,Dealer,Manual,First Owner,31.74,2500,136.15,5,170484.48
BMW,2011,94751,Diesel,Dealer,Manual,First Owner,32.41,2000,135.45,5,50000
Honda,2022,134817,Diesel,Individual,Manual,Second Owner,30.9,1500,60.86,7,286042.87
Ford,2013,85520,Diesel,Trustmark Dealer,Automatic,Third Owner,11.17,1800,95.37,5,106824.7
Audi,2008,63326,Petrol,Dealer,Manual,Second Owner,33.69,1800,94.97,5,50000
Ford,2013,82670,CNG,Dealer,Manual,First Owner,13.22,2000,139.91,6,119674.78
Ford,2008,146854,Petrol,Dealer,Manual,First Owner,10.86,1000,52.58,5,50000
Ford,2016,178074,Electric,Dealer,Manual,Fourth & Above Owner,20.36,2000,130.67,7,50000
Kia,2008,29022,Petrol,Dealer,Manual,First Owner,14.87,2000,135.08,5,50000
Kia,2018,89458,Diesel,Trustmark Dealer,Manual,First Owner,14.6,2000,132.67,5,332232.58
Honda,2011,150690,Petrol,Individual,Manual,First Owner,17.2,1500,96.2,5,50000
Maruti,2017,153317,Electric,Trustmark Dealer,Automatic,First Owner,16.21,3000,169.63,5,366076.07
Ford,2012,88796,Diesel,Trustmark Dealer,Automatic,First Owner,27.12,1200,65.92,5,50000
Mahindra,2009,146099,Petrol,Dealer,Manual,First Owner,14.67,2000,125.17,5,50000
Maruti,2016,150058,Petrol,Individual,Automatic,First Owner,23.58,1800,76.59,7,188104.03
Honda,2017,115704,Petrol,Dealer,Manual,Third Owner,34.66,800,60.03,7,50000
Toyota,2018,139598,Petrol,Dealer,Automatic,First Owner,20.81,1000,73.01,5,138183.21
Maruti,2022,49361,Electric,Trustmark Dealer,Automatic,First Owner,26.05,2000,107.71,5,762667.43
Maruti,2008,43286,Petrol,Dealer,Manual,Second Owner,34.23,2000,125.35,5,50000
Tata,2022,34533,Diesel,Trustmark Dealer,Manual,Second Owner,13.44,1000,77.29,6,156378.4
Hyundai,2011,154388,Diesel,Dealer,Manual,First Owner,20.47,2000,101.73,5,50000
Tata,2019,144771,Diesel,Trustmark Dealer,Manual,Third Owner,31.25,1800,125.46,4,175805.36
Audi,2010,132441,Petrol,Trustmark Dealer,Automatic,First Owner,33.31,1200,51.97,5,50000
Kia,2020,102079,Petrol,Individual,Manual,Third Owner,25.03,2000,121.87,5,338045.82
Kia,2012,105960,Diesel,Individual,Manual,First Owner,13.59,1000,75.36,5,50491.97
Hyundai,2020,63465,Electric,Dealer,Manual,First Owner,32.54,2000,124.14,6,531020.45
BMW,2020,152745,Petrol,Individual,Manual,Third Owner,14.36,1500,96.98,7,418947.62
BMW,2007,28395,Petrol,Trustmark Dealer,Manual,Second Owner,18.82,1800,137.35,5,50000
Honda,2021,109162,Diesel,Individual,Manual,First Owner,19.39,1800,123.51,5,474779.57
Hyundai,2013,135704,Electric,Individual,Automatic,First Owner,21.18,1200,81.4,4,50791.22
Maruti,2007,159779,Petrol,Individual,Manual,First Owner,29.75,3000,190.37,5,50000
BMW,2011,80937,Petrol,Individual,Manual,Second Owner,30.05,1500,97.98,4,50000
Ford,2022,134647,CNG,Individual,Automatic,First Owner,27.99,1500,108.22,5,394616.7
Mahindra,2016,125650,Petrol,Individual,Manual,First Owner,10.55,1200,95,7,155949.22
Maruti,2023,135744,Petrol,Individual,Automatic,First Owner,24.12,2500,179.53,5,600325.15
Audi,2020,192488,Diesel,Dealer,Automatic,Second Owner,28.69,2500,170.75,5,1252707
Ford,2021,96512,Electric,Dealer,Manual,Third Owner,21.12,3000,136.27,4,610079.74
Ford,2019,144830,Petrol,Dealer,Manual,Second Owner,33.62,800,58.15,5,103550.26
Hyundai,2005,72009,Diesel,Dealer,Manual,First Owner,30.6,3000,208.32,5,50000
Honda,2006,149353,Diesel,Dealer,Manual,Third Owner,25.95,2500,177.04,5,50000
Audi,2012,37548,Diesel,Individual,Manual,Second Owner,11.56,3000,147.73,5,163106.93
BMW,2006,23371,Diesel,Dealer,Manual,Third Owner,26.31,2000,152.28,7,50000
Hyundai,2023,110977,Diesel,Dealer,Manual,First Owner,32.79,1500,65.84,4,339337.8
BMW,2013,155716,Petrol,Individual,Manual,First Owner,19.49,3000,150.43,5,253836.57
Hyundai,2013,159946,Diesel,Trustmark Dealer,Automatic,Second Owner,30.95,800,53.22,4,50000
Hyundai,2017,19281,Diesel,Individual,Manual,First Owner,17.83,800,53.56,5,93023.62
Hyundai,2010,158361,Diesel,Trustmark Dealer,Manual,Second Owner,24.25,1800,94.56,5,50000
Honda,2019,141126,CNG,Individual,Manual,Third Owner,26.21,2000,136.12,7,195285.48
Hyundai,2023,105020,Petrol,Dealer,Automatic,Third Owner,26.95,1800,99.93,5,354671.69
Toyota,2019,112508,CNG,Individual,Manual,Fourth & Above Owner,32.06,1000,40.01,5,114355.97
Mahindra,2022,71846,CNG,Individual,Automatic,Second Owner,15.87,2500,116.26,5,532397.69
BMW,2011,99682,Petrol,Dealer,Manual,First Owner,16.56,1800,135.55,4,50000
Maruti,2015,185841,Diesel,Dealer,Automatic,First Owner,27.6,1500,73.36,5,146311.1
Tata,2012,34312,Petrol,Individual,Manual,First Owner,14.43,1500,66.77,7,50000
Audi,2010,119186,Petrol,Dealer,Manual,Second Owner,21.61,2000,134.58,5,50000
Kia,2012,9257,Petrol,Individual,Manual,First Owner,10.5,800,46.1,6,50000
Honda,2006,151918,Petrol,Dealer,Manual,First Owner,13.52,1500,107.8,5,50000
Maruti,2023,158555,Petrol,Individual,Manual,Second Owner,26.97,2500,186.14,5,317211.53
Ford,2020,31558,CNG,Individual,Manual,Second Owner,28.69,1800,132.91,5,255310.67
Toyota,2011,48188,Petrol,Dealer,Automatic,Fourth & Above Owner,12.88,2500,131.3,5,50000
Kia,2014,149084,CNG,Dealer,Automatic,Second Owner,15.69,3000,180.67,5,131846.73
Tata,2016,38236,Diesel,Individual,Manual,Second Owner,12.47,1800,118.81,6,125855.38
Maruti,2021,50076,CNG,Individual,Manual,Second Owner,20.84,2000,105.76,5,199536.26
Kia,2011,53402,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,13.15,3000,124.93,5,50000
Maruti,2012,99467,Petrol,Dealer,Automatic,Second Owner,20.93,2500,149.57,6,50000
Toyota,2011,168148,Diesel,Individual,Manual,Third Owner,28.3,1800,72.92,5,50000
Tata,2008,85337,Petrol,Dealer,Automatic,Third Owner,27.08,2500,195.06,6,50000
Ford,2007,120827,Diesel,Dealer,Manual,Third Owner,17.01,1200,86.24,5,50000
Hyundai,2023,79264,Electric,Dealer,Manual,First Owner,26.84,2000,95.36,5,658144.34
BMW,2019,22335,Petrol,Individual,Automatic,First Owner,33.19,2000,103.01,5,1403743.32
Ford,2008,48773,Petrol,Dealer,Automatic,First Owner,18.69,1500,118.97,5,50000
Hyundai,2013,188230,Diesel,Dealer,Manual,First Owner,18.23,2000,109.88,6,62583.27
Honda,2017,33570,CNG,Individual,Manual,First Owner,24.29,1000,71.35,7,122016.32
Mahindra,2022,92995,Diesel,Individual,Automatic,First Owner,16.14,1500,86.81,5,458261.59
Audi,2020,45658,Petrol,Dealer,Manual,First Owner,26.29,1500,111.85,4,1088348.35
Audi,2005,195256,Diesel,Dealer,Automatic,Second Owner,30.81,3000,204.45,5,50000
BMW,2008,125640,Petrol,Dealer,Manual,Second Owner,21.48,3000,122.75,5,50000
Tata,2022,77613,Diesel,Dealer,Automatic,First Owner,26.99,2500,129.44,5,653388.78
Toyota,2012,63194,Electric,Individual,Automatic,Second Owner,26.3,1200,74.78,5,50000
Tata,2020,116872,Diesel,Dealer,Manual,Second Owner,10.97,1500,115.57,6,160610.82
Toyota,2015,170031,CNG,Individual,Automatic,Second Owner,14.59,3000,132.24,5,246468.68
Tata,2023,189144,Petrol,Trustmark Dealer,Manual,Third Owner,32.34,800,51.24,7,50000
Mahindra,2023,181660,Diesel,Dealer,Manual,First Owner,33.47,1800,93.76,5,359138.84
Honda,2022,176605,CNG,Trustmark Dealer,Manual,First Owner,29.51,1800,136.03,7,204785.18
Honda,2023,113558,Petrol,Dealer,Manual,First Owner,33.03,2000,141.21,5,583984.11
Hyundai,2015,73582,CNG,Dealer,Automatic,First Owner,17.65,2500,136.97,5,248457.57
Kia,2007,197815,Petrol,Dealer,Manual,Second Owner,16.19,1200,56.02,6,50000
Honda,2012,180590,Diesel,Dealer,Manual,First Owner,19.61,1800,72.83,6,50000
Honda,2023,148775,CNG,Dealer,Manual,First Owner,11.38,800,51.88,7,56230.13
Ford,2014,54456,Diesel,Dealer,Manual,First Owner,30.25,1200,67.49,5,101395.88
Ford,2020,60491,Petrol,Individual,Manual,First Owner,34.6,1000,52.59,7,154398.24
Hyundai,2009,13043,Diesel,Trustmark Dealer,Automatic,Second Owner,30.6,1800,142.96,5,50000
Kia,2013,108212,Diesel,Individual,Automatic,Second Owner,23.87,1500,87.97,4,71903.2
BMW,2012,73340,Electric,Dealer,Automatic,First Owner,17.38,800,55.99,5,52711.54
Ford,2015,146248,Petrol,Individual,Manual,First Owner,14.94,2500,117.74,6,122398.18
BMW,2020,140008,Petrol,Individual,Manual,First Owner,19.1,2500,101.35,5,1244448.91
Maruti,2011,36174,Diesel,Individual,Manual,First Owner,26.67,800,45.36,5,50000
Ford,2019,87632,Petrol,Individual,Manual,Third Owner,21.18,1800,119.93,5,149554.95
Mahindra,2021,93768,Diesel,Trustmark Dealer,Manual,First Owner,33.35,3000,180.79,4,659523.48
Kia,2010,130775,Diesel,Dealer,Manual,Second Owner,31.36,3000,226.86,5,50000
Hyundai,2019,113177,CNG,Individual,Manual,Third Owner,12.56,2000,114.72,5,193600.34
Maruti,2012,30909,Diesel,Dealer,Automatic,First Owner,13.29,1000,52.44,5,50000
Kia,2011,49158,Diesel,Trustmark Dealer,Manual,First Owner,26.91,1500,114.96,5,50000
Mahindra,2006,144438,Petrol,Dealer,Manual,Fourth & Above Owner,15.77,1000,56.27,7,50000
Kia,2017,190409,Petrol,Dealer,Manual,Third Owner,29.78,1000,50.79,5,50000
Mahindra,2010,129296,Petrol,Dealer,Manual,First Owner,24.78,1800,79.03,5,50000
Mahindra,2009,64331,Petrol,Individual,Automatic,Second Owner,15.75,1500,107.6,5,50000
BMW,2005,198269,Diesel,Dealer,Manual,Third Owner,21.97,1800,131.41,5,50000
Tata,2022,186996,Diesel,Dealer,Manual,First Owner,20.15,1800,74.4,5,263956.2
Maruti,2019,164914,Diesel,Trustmark Dealer,Manual,Third Owner,31.83,2000,108.69,7,177047.39
Kia,2014,153530,CNG,Trustmark Dealer,Manual,First Owner,10.8,800,56,5,70731.74
Toyota,2007,92367,Electric,Dealer,Manual,Second Owner,32.4,2500,194.64,4,50000
Maruti,2009,70382,CNG,Dealer,Automatic,Fourth & Above Owner,26.3,2000,110.23,5,50000
Tata,2017,79319,Diesel,Individual,Automatic,Third Owner,28.44,2500,187.21,6,228044.88
Maruti,2012,16170,Diesel,Trustmark Dealer,Automatic,First Owner,10.07,2000,111.5,6,50000
Honda,2006,124952,Petrol,Individual,Manual,First Owner,25.71,1800,84.92,5,50000
Toyota,2013,85145,Petrol,Individual,Automatic,Second Owner,24.71,2000,80.28,4,50000
Tata,2021,110626,Petrol,Dealer,Manual,Second Owner,23.43,2500,133.02,5,223037.94
BMW,2022,181014,Electric,Individual,Manual,Second Owner,29.65,2000,110.28,5,1218293.32
Kia,2017,21208,CNG,Individual,Automatic,Fourth & Above Owner,23.9,1200,93.37,5,179991.09
Audi,2005,171250,Petrol,Individual,Manual,Third Owner,31.43,1500,72.36,5,50000
Tata,2016,145111,Diesel,Dealer,Manual,First Owner,15.82,800,44.23,5,67666.6
Hyundai,2009,19990,CNG,Trustmark Dealer,Automatic,First Owner,30.15,2500,102.52,7,50000
Kia,2012,142513,Petrol,Individual,Manual,First Owner,14.48,1500,105.81,5,50000
Tata,2019,134327,Petrol,Dealer,Manual,Second Owner,30.33,800,61.28,6,78530.98
Honda,2007,84314,CNG,Individual,Manual,Second Owner,33.51,3000,148.54,5,50000
Audi,2010,182031,Petrol,Individual,Automatic,Second Owner,18.39,1200,68.59,4,50000
Honda,2017,31862,Petrol,Individual,Automatic,First Owner,23.25,1800,80.79,5,337620.56
Audi,2016,163345,Diesel,Individual,Automatic,First Owner,26.46,3000,174.82,4,1018394.1
Hyundai,2023,98949,CNG,Individual,Manual,First Owner,11.99,2500,113.33,5,572524.17
Kia,2022,178572,Diesel,Trustmark Dealer,Manual,Second Owner,22.35,3000,182.8,5,527239.48
BMW,2005,135223,Petrol,Dealer,Manual,First Owner,19.01,800,55.51,4,50000
Honda,2011,8956,Petrol,Dealer,Manual,First Owner,31.81,800,49.71,5,50000
Honda,2016,93789,Diesel,Dealer,Manual,First Owner,31.92,800,39.85,6,104871.42
Mahindra,2014,94451,Diesel,Individual,Manual,Second Owner,27.52,1200,64.98,5,50000
Audi,2016,122782,Diesel,Individual,Manual,First Owner,26.39,3000,196.63,5,997222.29
Ford,2015,7365,Petrol,Trustmark Dealer,Automatic,Third Owner,28.34,1500,95.39,5,99563.2
Kia,2008,77204,CNG,Individual,Manual,Second Owner,19.15,1200,54.57,7,50000
Audi,2023,141072,Petrol,Individual,Manual,Second Owner,20.11,800,59.04,5,515009.36
Mahindra,2010,62072,Petrol,Trustmark Dealer,Manual,Second Owner,23.84,2000,118.02,5,50000
Maruti,2013,57499,Petrol,Dealer,Automatic,First Owner,33.45,800,37.2,4,50000
Audi,2014,74211,Petrol,Individual,Automatic,First Owner,28.1,2000,89.83,4,476173.22
BMW,2009,148979,Diesel,Dealer,Automatic,Fourth & Above Owner,23.77,1800,141.52,5,50000
Kia,2017,153408,Diesel,Individual,Automatic,Second Owner,29.26,1200,61.51,5,106520.86
Mahindra,2013,90220,Petrol,Individual,Manual,Fourth & Above Owner,19.27,2000,152.69,5,50000
Maruti,2006,98847,Diesel,Individual,Manual,Second Owner,28.26,1200,67.71,5,50000
Toyota,2022,188403,Petrol,Dealer,Manual,First Owner,20.27,1000,55.44,5,176297.85
Mahindra,2005,114459,Diesel,Dealer,Manual,First Owner,16.99,1500,102.06,5,50000
Toyota,2016,82755,Electric,Individual,Manual,Second Owner,25.24,1000,40.4,5,117846.37
Kia,2014,73783,Petrol,Individual,Manual,First Owner,27.17,2000,107.05,4,154473.18
Honda,2006,188581,Diesel,Dealer,Automatic,First Owner,21.48,1000,52.11,7,50000
Mahindra,2013,132851,Petrol,Trustmark Dealer,Automatic,Third Owner,24.14,3000,224.17,5,105393.46
Hyundai,2006,11472,Petrol,Dealer,Automatic,First Owner,27.35,2500,152.91,5,50000
Toyota,2018,158452,Petrol,Individual,Automatic,First Owner,29.19,1500,81.87,5,166181.08
BMW,2015,108152,Diesel,Individual,Automatic,Third Owner,32.39,2000,101.29,5,335311.57
Hyundai,2015,163352,Diesel,Individual,Manual,Third Owner,18.86,1800,114.52,4,50000
Tata,2021,157931,Petrol,Trustmark Dealer,Manual,First Owner,33.79,3000,138.2,7,434418.12
Tata,2008,184474,CNG,Individual,Automatic,Third Owner,25.93,1800,89.73,5,50000
Maruti,2017,144334,Diesel,Individual,Automatic,Third Owner,29.69,1500,77.62,4,103560.68
Honda,2011,147138,CNG,Dealer,Manual,First Owner,27.49,1500,96.47,7,50000
Kia,2020,151626,Diesel,Dealer,Automatic,First Owner,15.14,2000,109.86,5,421598.59
Mahindra,2005,12008,Diesel,Dealer,Manual,First Owner,11.79,1200,72.28,6,50000
Ford,2017,92851,Petrol,Individual,Manual,Second Owner,28.16,2500,165.04,4,245249.06
BMW,2005,85799,Petrol,Dealer,Automatic,First Owner,22.78,2000,156.5,4,50000
Toyota,2015,21238,Electric,Dealer,Manual,Fourth & Above Owner,27.56,3000,211.78,5,179188.07
Kia,2010,22153,Petrol,Dealer,Manual,Second Owner,21.92,1200,67.45,5,50000
Hyundai,2007,64353,Electric,Dealer,Manual,Second Owner,17.81,1200,83.92,6,50000
Tata,2016,57092,Diesel,Dealer,Automatic,Fourth & Above Owner,17.13,1200,93.59,6,50000
BMW,2009,179224,Petrol,Trustmark Dealer,Manual,Third Owner,28.26,2000,119.95,5,50000
Ford,2013,54104,Petrol,Individual,Automatic,First Owner,16.92,800,45.14,7,50000
Mahindra,2016,160355,Petrol,Individual,Manual,First Owner,27.87,800,34.5,5,140357.27
Maruti,2014,182501,Electric,Individual,Manual,Second Owner,19.6,1800,136.25,7,53569.38
Ford,2023,191029,Petrol,Dealer,Automatic,First Owner,29.27,800,39.89,7,232705.33
BMW,2009,33887,Petrol,Trustmark Dealer,Manual,First Owner,13.57,800,34.05,5,50000
Ford,2009,182244,Petrol,Dealer,Automatic,Second Owner,15.12,1200,73.79,4,50000
BMW,2013,9355,Petrol,Dealer,Manual,Third Owner,27.15,1200,88.6,6,130104.83
BMW,2021,38701,Diesel,Individual,Automatic,First Owner,24.01,1500,84.4,5,1425664.12
Audi,2014,177606,Petrol,Dealer,Manual,Second Owner,15.1,1200,85.59,6,174775.28
Toyota,2005,76442,CNG,Individual,Manual,First Owner,32.57,2000,146.91,5,50000
Tata,2020,197346,Petrol,Dealer,Manual,Second Owner,16.9,1500,87.26,5,214117.97
Audi,2019,17279,Petrol,Individual,Manual,First Owner,20.53,2500,159.1,5,1694181.25
Mahindra,2021,179563,Diesel,Dealer,Automatic,Third Owner,15.06,1500,92.03,5,248498.78
Audi,2017,125738,Petrol,Dealer,Manual,First Owner,19.7,3000,232.7,5,1132461.62
Honda,2005,144333,Electric,Individual,Manual,Second Owner,22.29,800,55.22,4,50000
Honda,2012,140546,Diesel,Dealer,Manual,First Owner,17.38,3000,231.04,5,50000
Tata,2009,96414,Petrol,Dealer,Manual,First Owner,29.23,1200,58.56,7,50000
Ford,2010,33390,Diesel,Dealer,Automatic,First Owner,19.85,800,41.93,5,64241.22
Toyota,2018,162997,Petrol,Individual,Manual,First Owner,28.24,1200,51.4,6,177328.3
Tata,2015,87174,Petrol,Individual,Automatic,First Owner,15.18,800,48,5,50000
BMW,2010,195123,Electric,Dealer,Automatic,First Owner,19.43,2500,187.39,5,50000
Hyundai,2015,9787,Diesel,Trustmark Dealer,Automatic,Second Owner,10.2,800,42.46,7,136218.87
Toyota,2017,194249,Electric,Trustmark Dealer,Manual,Second Owner,28.97,800,36.11,5,179448.87
Toyota,2016,48724,Diesel,Individual,Automatic,First Owner,25.65,2000,85.48,7,315252.26
BMW,2006,15663,Diesel,Individual,Automatic,Second Owner,30.45,2500,144.75,5,50000
BMW,2007,152192,Petrol,Dealer,Automatic,First Owner,21.39,3000,139.68,5,50000
Maruti,2008,158812,Petrol,Individual,Manual,Second Owner,29.99,1800,96.92,7,50000
Tata,2021,138107,CNG,Dealer,Automatic,First Owner,26.19,2500,182,4,427288.4
BMW,2010,105271,Petrol,Dealer,Automatic,Second Owner,10.09,800,44.29,4,50000
Honda,2011,193515,CNG,Trustmark Dealer,Automatic,First Owner,16.34,1000,64.39,5,93241.9
Mahindra,2019,72388,Diesel,Individual,Manual,Fourth & Above Owner,22.35,1000,60.09,6,79533.88
Hyundai,2015,57335,Petrol,Dealer,Manual,First Owner,25.47,1000,68.74,6,87822.47
Tata,2007,48315,Diesel,Dealer,Automatic,First Owner,11.64,2000,92.49,4,50000
Kia,2010,109922,Diesel,Individual,Manual,First Owner,27.63,1500,115.23,7,50000
Honda,2006,51627,Petrol,Dealer,Automatic,Third Owner,23.59,3000,197.24,6,50000
Ford,2018,144375,CNG,Dealer,Manual,Second Owner,23.14,800,40.67,7,50000
BMW,2013,54334,Diesel,Dealer,Manual,Second Owner,17.3,2500,112.33,5,268167.47
Kia,2022,191964,Petrol,Dealer,Manual,Third Owner,24.87,1000,45.99,5,182492.97
BMW,2023,197268,Diesel,Individual,Manual,Third Owner,10.69,2000,142.61,7,791641.07
